NAME,APPROX_COST(FOR TWO PEOPLE) ($),RATE,DISH_LIKED,ONLINE_ORDER,BOOK_TABLE
Little Bites,400,3.8 out of 5,"Pasta, Sandwiches, Chicken Jumbo Burger, Burgers, Lime Soda Sweet, Sandwich, Fried Cheese",0,0
Nomadic Tandoor,700,3.7 out of 5,Biryani,1,0
Lan Thai,800,4.0 out of 5,Salads,0,0
Chaiywaala Da Dhaba,250,3.7 out of 5,"Ginger Chai, Pakoda, Tea, Paneer Thali, Chole Bhature",1,0
D'7 Feast Resto Cafe,600,4.1 out of 5,"Mocktails, Burgers, Fish, Butter Chicken Pizza, Peri Peri Chicken Wings, Pasta, Steak",0,0
Biryani Treats,650,2.5 out of 5,"Chicken, Pot Biryani, Mutton Biryani",0,0
Doner Bel,400,3.4 out of 5,"Burgers, Doner Kebabs, Lamb Doner, Hummus Pita, Momos, Rolls, Chicken Doner",0,0
Mayuri,700,2.5 out of 5,Biryani,0,0
Kadamba Gardenia,400,3.6 out of 5,"Set Dosa, Thali, Rava Masala Dosa",0,0
Atithi Satkar,400,3.7 out of 5,"Vada, Lime Soda, Thali, Masala Dosa",0,0
Kusum Rolls,300,3.6 out of 5,"Rolls, Paneer Roll, Chicken Egg Roll, Double Egg Roll",1,0
Hyderabad Biryaani Palace,600,3.0 out of 5,Chicken Biryani,1,0
BOX8- Desi Meals,500,4.4 out of 5,"Biryani, Chole, Paratha, Dal Makhani, Paneer Makhani, Butter Chicken",1,0
Mojo Pizza - 2X Toppings,600,4.2 out of 5,"Pizza, Exotic Garlic Bread, Chocolava Cake, Wings, Spicy Paneer",1,0
Truffles,900,4.7 out of 5,"Burgers, Pasta Arrabiata, Ferrero Rocher Milkshake, Veg Pattice, Pesto Pasta, Rolls, Salads",0,0
Grubbery,700,4.1 out of 5,"Burgers, Chicken Skewer, Waffles, Pancakes, Pesto Pasta, Coffee, Sandwiches",1,0
Corner House Ice Cream,400,4.5 out of 5,"Hot Chocolate Fudge, Caramello Pudding, Apple Pie, Brownie, Chocolate Mousse, Ice Cream Sundae, Apple Cake",0,0
Cream Stone,500,4.1 out of 5,"Chocolava, Nutella Brownie, Ferrero Rocher, Hot Chocolate Fudge",1,0
Polar Bear,400,4.1 out of 5,"Sandwiches, Spinach Corn Sandwich, Tiramisu, Brownie, Burgers, Chocolava, Banana Split",1,0
The Waffle Yard,300,4.2 out of 5,"Nutella Waffle, Chocolate Waffles, Banana Caramel",0,0
Natural Ice Cream,200,4.3 out of 5,"Waffle Cone, Chocolate Icecreams, Tender Coconut Ice Cream, Coffee Walnut, Custard Apple",0,0
Kanti Sweets,400,4.0 out of 5,"Rasmalai, Gulab Jamun",1,0
Messy Eats,500,3.9 out of 5,"Waffles, Churros, Pancakes, Fries",0,0
Just Bake,400,2.6 out of 5,Chocolate Cake,1,0
Ibaco,300,3.9 out of 5,Icecream Cake,1,0
Keventers,400,3.9 out of 5,"Thick Shakes, Chocolate Oreo, Chocolate Hazelnut, Kit Kat Shake",1,0
Absolute Waffles,200,3.9 out of 5,Waffles,1,0
Stoned Monkey,500,4.0 out of 5,"Nachos, Chocolava, Sandwiches, Waffles, Brownie Shake, Garlic Bread, Chocolate Milkshake",1,0
Sri Krishna Bhavan Sweets,350,3.9 out of 5,"Fruit Juices, Chaat",0,0
1522 - The Pub,"1,400",4.3 out of 5,"Biryani, Cocktails, Mocktails, Chilli Chicken, Wheat Beer, Chicken Wings, Devils Chicken",0,0
Truffles,900,4.7 out of 5,"Burgers, Pasta Arrabiata, Ferrero Rocher Milkshake, Veg Pattice, Pesto Pasta, Rolls, Salads",0,0
Gilly's Restobar,"1,200",4.5 out of 5,"Biryani, Beer, Murgh Platter, Cocktails, Pizza, Burgers, Drunken Chicken",0,1
Chapter One Bar | Maiin,"1,400",4.2 out of 5,"Chilli Potatoes, Pasta, Pizza, Murgh Ghee Roast, Beer, Cocktails, Roast Chicken",0,1
Hammered,"1,200",4.5 out of 5,"Mocktails, Cocktails, Beer, Pasta, Tacos, Pizza, Chicken Tikka Masala",1,1
Auntie Fung's,600,4.2 out of 5,"Khau Suey, Burmese Khao Suey, Hakka Noodles, Chicken Satay, Vietnamese Pho, Momos, Yaki Tori",1,0
The Light House Restaurant,500,4.2 out of 5,"Neer Dosa, Biryani, Chinese Bhel, Dal Makhani, Fish",1,0
Chin Lung Resto-Bar,"1,000",4.0 out of 5,"Murgh Ghee Roast, Pasta, Buffalo Wings, Dragon Chicken, Pizza, Mocktails, Fish",0,0
Nandhana Palace,800,4.2 out of 5,"Mutton Nalli, Andhra Meal, Bamboo Chicken, Chicken Boneless Biryani, Vada, Chicken Kebab, Mutton Biryani",0,0
Kaifu,700,4.2 out of 5,"Momos, Dumplings, Prawn, Chicken Soup, Dragon Rolls, Kung Pao Chicken, Manchow Soup",1,0
Paradise,800,4.0 out of 5,"Hyderabadi Biryani, Mutton Biryani, Chicken Biryani, Vegetable Biryani, Faluda, Kalmi Kabab, Chicken Kebab",1,0
Sangria Wine Lounge,"1,000",4.0 out of 5,"Wine, Manchow Soup, Sangria, Salsa, Mocktails, Pasta, Nachos",0,0
Grubbery,700,4.1 out of 5,"Burgers, Chicken Skewer, Waffles, Pancakes, Pesto Pasta, Coffee, Sandwiches",1,0
Have More,700,3.9 out of 5,"Tawa Chicken, Mango Lassi, Paratha, Seekh Kebab, Butter Chicken, Dahi Bhalle, Makkai Roti",0,1
Smally's Resto Cafe,650,4.2 out of 5,"Burgers, Cheddar Cheese Balls, Peri Peri Chicken Steak, Pasta, Pizza, Fries, Peri Peri Chicken Burger",1,0
Hunan,"1,100",4.0 out of 5,"Rice Noodles, Dragon Chicken, Momos, Clear Soup, Hakka Noodles, Chop Suey, Salad",0,1
Casino Hotel,500,3.9 out of 5,"Chicken Grill, Butter Naan, Paratha, Shawarma Roll, Biryani, Butter Chicken, Tandoori Chicken",1,0
Akshaya Deluxe,500,4.0 out of 5,"Sea Food, Chicken Biryani, Naan, Neer Dosa, Chicken Curry, Mutton Biryani, Roti",1,0
Snow Lion Tibet Kitchen,400,3.9 out of 5,"Momos, Thukpa, Noodles, Honey Chilli Potatoes, Clear Soup, Chicken Noodle, Crispy Noodle",0,0
Burp,800,4.0 out of 5,"Burgers, Chicken Soup, Minestrone Soup, Pasta, Au Gratin, Veggie Pizza, Chicken Burger",1,1
Cafe Mandala,600,3.9 out of 5,Decor,1,0
Tawa Tandoor,700,3.9 out of 5,"Masala Chaach, Roti, Dal Makhani, Panneer Butter Masala, Butter Kulcha, Paneer Tikka Biryani",1,1
Onesta,600,4.4 out of 5,"Oreo Delight, Apple Pie, Barbeque Chicken, Bbq Chicken, Stuffed Pizza, Ravioli, Mojito",1,1
Prashant Naati Corner,400,4.0 out of 5,"Donne Biryani, Mutton Chops, Chicken Fry, Chicken Biryani",0,0
Plated,800,4.1 out of 5,"Pasta, Waffles, Pancakes, Salsa, Nachos, Creme Brulee, Chips",1,1
Smoke - The Sizzler House,800,4.2 out of 5,"Steak, Pizza, Burgers, Pasta, Fish, Wedges, Onion Rings",1,1
Mughlai Azam,"1,400",4.0 out of 5,"Dal Makhani, Roti, Adrak Ke Panje, Mocktails, Paratha, Lal Maans, Paneer Malai Tikka",1,1
Thalassery Restaurant,600,3.8 out of 5,"Appam, Kerala Parotta, Sea Food, Idiyappam, Chicken Chettinad, Dum Biryani, Egg Curry",1,0
Pizza Hut,750,3.6 out of 5,"Pasta, Garlic Bread, Wedges, Veg Supreme Pizza, Pane Pizza, Masala Lemonade, Salads",1,0
Nandhini Deluxe,600,3.7 out of 5,"Thali, Hyderabadi Biryani, Mutton Biryani, Andhra Meal",0,1
Vinny's,700,4.1 out of 5,"Pizza, Pasta, Mocktails, Nachos, Mushroom Soup, Garlic Bread, Mojito",1,0
Chung Wah,650,4.0 out of 5,"Noodles, Fish, Chicken Satay, Momos, Pork Ribs, Sweet Corn Soup, Clear Soup",1,0
Black Jack,"1,400",3.7 out of 5,"Beer, Cocktails, Masala Peanuts",0,0
Lincoln Bistro,800,4.3 out of 5,"Dumplings, Biryani, Pasta, Pizza, Taco Trio, Cheesecake, Chicken Wings",1,0
Peppermill Bistro,"1,000",4.0 out of 5,"Pasta, Pizza, Mojito, Nachos, Lamb, Fries, Orange Juice",1,1
Prana,500,4.0 out of 5,"Coffee, Appam, Kadala Curry, Onion Pakoda, Paneer Roll, Sweet Pongal, Kokum Juice",1,0
B1,"1,100",3.9 out of 5,Beer,1,1
Kargeens,900,3.9 out of 5,"Chocolate Milkshake, Mocktails, Burgers, Nachos, Virgin Mojito, Fries, Pizza",1,0
Freskka,700,4.0 out of 5,"Momos, Salads, Lasagne, Risotto, Pesto Pasta, Pizza, Filter Coffee",1,0
KA 12 - Flavour Of Coorg,300,4.0 out of 5,"Chicken Curry, Akki Rottis, Pork Curry, Chilli Pork, Roti, Neer Dosa",1,0
Jashn Hyderabadi Bawarchi,650,2.9 out of 5,"Lemon Chicken, Hyderabadi Biryani",1,0
Ember The Calabash,800,4.1 out of 5,"Spicy Crispy Corn, Mocktails, Chicken Wings, Pasta, Virgin Mojito, Pizza, Blueberry Mojito",1,0
THE BEL ST.,"1,100",3.9 out of 5,"Pizza, Coffee, Pasta, Nachos, Mocktails, Fish, Sandwich",0,0
The Egg Factory,750,4.0 out of 5,"Healthy Breakfast, Rolls, Egg Chilli, Pesto Pasta, Egg Bhurji, Burgers, Omelette",1,0
My Place - Gokulam Grand Hotel & Spa,"1,800",4.2 out of 5,"Paratha, Butter Chicken, Burgers, Sunday Brunch, Cocktails, Akki Rottis, Pasta",0,1
Beijing Bites,850,3.6 out of 5,"Dragon Rolls, Chowmein, Dragon Chicken, Momos, Chilli Chicken, Hakka Noodles, Malaysian Noodles",0,0
Rigan Hyderabadi Bawarchi,700,3.6 out of 5,"Butter Chicken, Shawarma, Chicken Biryani, Vegetable Biryani, Babycorn Manchurian, Dum Biryani, Noodles",1,0
Lan Thai,800,4.0 out of 5,Salads,0,0
Satrangi,900,3.7 out of 5,"Kiwi Juice, Papdi Chaat, Kheer, Veg Buffet, Roti, Pasta, Gulab Jamun",1,0
Puff Cafe,700,3.7 out of 5,Pasta,1,0
Chicken County,400,3.2 out of 5,"Tandoori Chicken, Rolls, Punjabi Chicken, Hyderabadi Biryani, Butter Chicken",1,0
Cafe Coffee Day,900,3.2 out of 5,"Brownie, Cappuccino, Burgers",1,0
Nomadic Tandoor,700,3.7 out of 5,Biryani,1,0
Santo's,650,3.7 out of 5,"Biryani, Gulab Jamun, Naan",1,0
Cafe Rossini,700,3.9 out of 5,"Pasta, Sandwiches, Chilli Paneer, Chicken Parmigiana, Mocktails, Lamb, Minestrone Soup",1,0
Chaiywaala Da Dhaba,250,3.7 out of 5,"Ginger Chai, Pakoda, Tea, Paneer Thali, Chole Bhature",1,0
AQNI,650,3.6 out of 5,"Mutton Biryani, Shawarma, Roti",1,0
Cafe Poetry,400,3.7 out of 5,"Pasta, Maggi, Ice-cream Shake, Burgers",1,0
D'7 Feast Resto Cafe,600,4.1 out of 5,"Mocktails, Burgers, Fish, Butter Chicken Pizza, Peri Peri Chicken Wings, Pasta, Steak",0,0
A2B - Adyar Ananda Bhavan,400,3.0 out of 5,Pongal,1,0
Cafe Centralis,600,2.8 out of 5,"Pasta, Coffee, Pizza, Burgers, Momos, Latte, Americano",1,0
Mayuri,700,2.5 out of 5,Biryani,0,0
Delhi Mess,300,4.1 out of 5,"Aloo Paratha, Roti, Butter Chicken",1,0
Deccan House,350,4.0 out of 5,"Hyderabadi Biryani, Chicken Biryani, Vegetable Biryani",1,0
Leon Grill,500,4.0 out of 5,"Burgers, Peri Peri Chicken, Salad, Nachos, Peri Peri Wings, Chicken Fries, Salads",1,0
Domino's Pizza,400,3.9 out of 5,"Garlic Bread, Pasta, Chicken Wings, Chocolava, Spicy Chicken, Cheesy Pizza",1,0
Polar Bear,400,4.1 out of 5,"Sandwiches, Spinach Corn Sandwich, Tiramisu, Brownie, Burgers, Chocolava, Banana Split",1,0
Subway,500,3.7 out of 5,"Sandwich, Chicken Ham, Sandwiches, Chicken Tikka",0,0
The Waffle Yard,300,4.2 out of 5,"Nutella Waffle, Chocolate Waffles, Banana Caramel",0,0
Burger King,600,4.0 out of 5,"Burgers, Chicken Wings, Mango Shake, Chicken Crisp Burger, Cheesy Fries, Chicken Fries, Burger Meal",1,0
McDonald's,500,3.9 out of 5,"Burgers, Coke Float, French Fries",1,0
New Oottupura Restaurant,300,3.5 out of 5,"Kerala Parotta, Shawarma",1,0
Roy Hotel & Restaurant,300,4.0 out of 5,"Mishti Doi, Doi Katla, Mutton Kosha, Fish Curry, Aloo Posto, Gulab Jamun",1,0
Flavours Inn,500,3.7 out of 5,"Sea Food, Malabar Fish Curry",1,0
Eggstacy,500,4.0 out of 5,"Egg Manchurian, Paratha, Momos, Masala Chai, Raj Kachori, Rolls, Chaat",1,0
Pot Biryani,450,3.8 out of 5,Biryani,1,0
Oottupura,350,2.6 out of 5,"Chicken Grill, Shawarma, Rolls, Biryani, Kerala Parotta",1,0
Salaam Sigri Rolls & Kebabs,300,3.8 out of 5,"Rolls, Chicken Tikka, Chicken Seekh Roll, Seekh Kebab, Aloo Tikka Roll, Murgh Malai Kebab, Beda Roti",1,0
Just Bake,400,2.6 out of 5,Chocolate Cake,1,0
Flavors of North,400,3.3 out of 5,"Malai Kofta, Fries, Chicken Biryani, Stuffed Kulcha",1,0
KFC,400,3.9 out of 5,"Burgers, Chicken Grill, Chicken Popcorn, Hot Wings",1,0
Chaat Street,250,4.1 out of 5,"Chaat, Pav Bhaji, Bhel Puri, Dahipuri, Vada Pav, Raj Kachori, Samosa",1,0
Khan Saheb Grills and Rolls,400,3.7 out of 5,"Rolls, Paneer Tikka Roll, Chicken Reshmi Tikka Roll, Beda Roti",1,0
Mumbai Xpress,400,3.7 out of 5,"Pav Bhaji, Paratha, Pizza Sandwich, Burgers, Vada Pav, Chocolate Mousse, Sandwiches",1,0
Little Bites,400,3.8 out of 5,"Pasta, Sandwiches, Chicken Jumbo Burger, Burgers, Lime Soda Sweet, Sandwich, Fried Cheese",0,0
Pizza Stop,600,3.1 out of 5,"Pizza, Masala Garlic Bread, Nachos",1,0
Chetty's Coffee,200,3.9 out of 5,"Filter Coffee, Vada, Chai, Caramel Coffee, Masala Dosa, Kesari Bath, Veg Dosa",1,0
Doner Bel,400,3.4 out of 5,"Burgers, Doner Kebabs, Lamb Doner, Hummus Pita, Momos, Rolls, Chicken Doner",0,0
Totaram's Paranthas,300,3.5 out of 5,"Cheese Paratha, Lassi, Pizza, Paneer Parantha",1,0
Fresh Veg,300,2.7 out of 5,"Chaat, Lassi, Tawa Pulav, Potato Twister, Dal Makhani, Chole Bhature, Rajma",1,0
Sri Krishna Bhavan Sweets,350,3.9 out of 5,"Fruit Juices, Chaat",0,0
Kadamba Gardenia,400,3.6 out of 5,"Set Dosa, Thali, Rava Masala Dosa",0,0
Atithi Satkar,400,3.7 out of 5,"Vada, Lime Soda, Thali, Masala Dosa",0,0
Wok Chow,300,3.9 out of 5,"Momos, Shanghai Chicken",1,0
Cheta's Kitchen,350,3.9 out of 5,"Appam, Fish Curry, Fish Fry, Pothichoru",1,0
Chapter One Bar | Maiin,"1,400",4.2 out of 5,"Chilli Potatoes, Pasta, Pizza, Murgh Ghee Roast, Beer, Cocktails, Roast Chicken",0,1
Gilly's Restobar,"1,200",4.5 out of 5,"Biryani, Beer, Murgh Platter, Cocktails, Pizza, Burgers, Drunken Chicken",0,1
1522 - The Pub,"1,400",4.3 out of 5,"Biryani, Cocktails, Mocktails, Chilli Chicken, Wheat Beer, Chicken Wings, Devils Chicken",0,0
Hammered,"1,200",4.5 out of 5,"Mocktails, Cocktails, Beer, Pasta, Tacos, Pizza, Chicken Tikka Masala",1,1
Black Jack,"1,400",3.7 out of 5,"Beer, Cocktails, Masala Peanuts",0,0
B1,"1,100",3.9 out of 5,Beer,1,1
Gilly's Restobar,"1,200",4.5 out of 5,"Biryani, Beer, Murgh Platter, Cocktails, Pizza, Burgers, Drunken Chicken",0,1
Chapter One Bar | Maiin,"1,400",4.2 out of 5,"Chilli Potatoes, Pasta, Pizza, Murgh Ghee Roast, Beer, Cocktails, Roast Chicken",0,1
1522 - The Pub,"1,400",4.3 out of 5,"Biryani, Cocktails, Mocktails, Chilli Chicken, Wheat Beer, Chicken Wings, Devils Chicken",0,0
Hammered,"1,200",4.5 out of 5,"Mocktails, Cocktails, Pasta, Beer, Tacos, Pizza, Chicken Guntur",1,1
Chin Lung Resto-Bar,"1,000",4.0 out of 5,"Murgh Ghee Roast, Pasta, Buffalo Wings, Dragon Chicken, Pizza, Mocktails, Fish",0,0
Black Jack,"1,400",3.7 out of 5,"Beer, Cocktails, Masala Peanuts",0,0
B1,"1,100",3.9 out of 5,Beer,1,1
Big Pitcher,"1,800",4.6 out of 5,"Beer, Cocktails, Tiramisu, Tawa Chicken, Mocktails, Chicken Satay, Sea Food",0,1
Peacock,"1,200",4.0 out of 5,"Mutton Roganjosh, Mango Mousse, Sev Puri, Kadai Paneer, Butter Chicken, Vanilla Ice Cream, Mocktails",1,1
Ministry of Food - Hilton Bangalore Embassy GolfLinks,"3,000",4.2 out of 5,"Chicken Curry, Jalebi, Pasta, Breakfast Buffet, Paratha, Fish, Mutton Sukha",0,1
Citrus - The Leela Palace,"3,500",4.2 out of 5,"Salad, Macaroon, Steak, Rasgulla, Pizza, Salads, Waffles",0,1
Limelight - Royal Orchid Hotel,"2,200",3.9 out of 5,"Sea Food, Pizza, Biryani, Coffee, Fish, Chaat, Pasta",0,1
20 Char - Sterlings MAC Hotel,"1,400",4.0 out of 5,"Rasmalai, Pizza, Fish, Gulab Jamun, Mutton Curry, Salads, Virgin Mojito",0,1
Shebestan - Sterlings MAC Hotel,"1,500",4.2 out of 5,"Salads, Tabbouleh, Mutton Curry, Falafel, Pasta, Kheer, Lunch Buffet",0,1
Barbeque Nation,"1,600",4.7 out of 5,"Mutton Curry, Tender Coconut Payasam, Mutton Seekh Kebab, Kulfi, Kheer, Chicken Biryani, Brownie",0,1
LOFT38,"1,900",4.3 out of 5,"Cocktails, Mushroom Pizza, Pork Ribs, Mocktails, Nachos, Sea Food, Long Island Iced Tea",0,1
Little Italy,"1,400",4.2 out of 5,"Pasta, Macaroni, Caesar Salad, Wood Fire Pizza, Ravioli, Chocolate Bomb, Cocktails",1,1
Mainland China,"1,700",4.4 out of 5,"Basil Chicken, Chicken Dim Sum, Lunch Buffet, Chicken Tom Yum Soup, Sweet Corn Soup, Singapore Noodles, Chicken Wings",1,1
Dhaba - Estd 1986 Delhi,"1,500",4.4 out of 5,"Gajar Halwa, Shikanji, Kheer, Dal Makhani, Lunch Buffet, Panner Tikka, Butter Chicken",1,1
Urban Tamaasha,"1,200",4.1 out of 5,"Virgin Mojito, Pasta Alfredo, Mocktails, Mutton Boti Kebab, Diwani Handi, Chelo Kebab, Dragon Rolls",1,1
Pasta Street,"1,300",4.5 out of 5,"Pasta, Pizza, Garlic Bread, Ravioli, Orange Mojito, Chicken Calzone, Mocktails",1,1
Oye Amritsar,600,3.9 out of 5,"Paneer Makhani, Chaat, Jalebi, Hara Bhara Kabab, Makke Ki Roti, Punjabi Lassi, Rabri",1,1
Empire Restaurant,750,4.1 out of 5,"Dum Biryani, Fiery Chicken, Butter Chicken, Pepper Chicken, Paneer Tikka Masala, Chicken Grill, Chilli Chicken",1,0
Southindies,800,4.0 out of 5,"Pongal, Appam, Elaneer Payasam, Gulab Jamun, Rava Idli, Veg Buffet, Lunch Buffet",0,1
The Kebab Room - Restaurant & Brewery,"1,000",4.0 out of 5,"Biryani, Beer, Phirni, Paneer Tikka, Raita, Dahi Ke Kebab, Fish",0,1
Zaica Dine & Wine,"1,200",4.0 out of 5,"Chocolate Pani Puri, Butter Chicken, Gajar Halwa, Keema Pav, Mocktails, Raj Kachori, Biryani",1,1
Copper Chimney,"1,200",4.2 out of 5,"Chura Paratha, Mocktails, Phirni, Shikanji, Soan Papdi",1,1
Sidewalk Cafe & Bar - The Paul Bangalore,"1,500",4.2 out of 5,"Beer, Mocktails, Vada, Pancakes, Waffles, Pasta, Appam",1,1
The Hub & The Bar - Hotel Ramada Encore,"1,700",3.9 out of 5,"Sandwiches, Lunch Buffet, Biryani, Gulab Jamun, Breakfast Buffet, Pasta, Vada",0,0
The Paramount Hotel,"1,000",2.9 out of 5,"Egg Paratha, Tangdi Kabab, Butter Chicken, Ghee Rice, Faluda, Shawarma, Chicken Kebab",1,0
Avanti Indian Barbeque & Grill,"1,100",3.4 out of 5,Garlic Naan,0,0
House Of Seitan,700,4.0 out of 5,"Burgers, Sandwich, Sandwiches, Salads",1,0
Cup Chronicles Cafe,450,3.9 out of 5,"Tea, Sandwiches",1,1
The Chocolate Heaven,700,3.8 out of 5,"Paneer Pizza, Sizzler Brownie, Hot Chocolate, Pancakes, Pasta, Coffee, Nutella Waffle",1,0
Talk Over Table,500,4.0 out of 5,"Coffee, Wedges, Broccoli Soup, Chicken Ceaser Salad, Chicken Burger, Pancakes, Chicken Steak",0,0
Lavonne,800,4.4 out of 5,"Coffee, Burgers, Croissants, Cheesecake, Pasta, Sandwich, Spaghetti",0,0
Smoor,900,4.6 out of 5,"Hot Chocolate, Chocolate Pastry, Cheesecake, Coffee, Chocolate Sundae, Chips, Mumbai Sandwich",1,0
Ciclo Cafe,"1,000",4.3 out of 5,"Pizza, Cheesy Fries, Chicken Ceaser Salad, Tiramisu, Salads, Cocktails, Burgers",1,0
Lazy Suzy,"1,000",4.3 out of 5,"Hot Chocolate, Pizza, Sandwiches, Pancakes, Mushroom Pasta, Pasta Salad, Sandwich",1,1
Loveshack,"1,600",4.0 out of 5,"Corn Balls, Cocktails, Mocktails, Sunday Brunch, Fish, Chicken Wings, Nachos",0,1
Chai Days,200,4.5 out of 5,"Banana Cake, Ginger Tea, Samosa, Masala Chai, Saffron Chai, Banana Walnut, Ginger Chai",1,0
Bean Flickers,700,4.3 out of 5,"Burgers, Coffee, Mutton Burger, Sandwiches, Hot Chocolate, Fries, Sandwich",1,0
Tea Brew,500,4.1 out of 5,"Momos, Wedges, Chai, Veg Club Sandwich, Masala Tea, Pasta, Hot Chocolate",1,0
Infinitea Tea Room & Tea Store,"1,000",4.3 out of 5,"Coffee, Momos, Sandwich, Tiramisu, Nachos, Kiwi Ice Tea, Masala Tea",1,1
Waffle Magic,700,4.2 out of 5,"Sandwiches, Blueberry Waffles, Fruit Pancake, Blueberry Pancakes, Belgian Waffles, Chocolate Chip Waffle, Banana Caramel",0,0
The Ants Cafe & Store,800,3.9 out of 5,"English Breakfast, Coffee, Watermelon Feta Salad, Waffles, Salads, Pasta, Hazelnut Cappuccino",1,1
Smally's Resto Cafe,650,4.1 out of 5,"Burgers, Peri Peri Chicken Steak, Pizza, Pasta, Meat Balls, Beef Burger, Hot Chocolate",1,0
Mama Mia!,400,4.3 out of 5,"Gelato, Strawberry Sundae, Hot Chocolate, Brownie, Wedges, Peri Peri Fries, Thick Shakes",1,0
Gobble Up Churros Cafe,400,4.3 out of 5,"Churros, Empanadas, Hot Chocolate, Chocolate Banana, Salad, Chocolate Shake, Patata Bravas",1,0
Cafe Braqa,700,4.1 out of 5,"Ginger Tea, Cup Cake, Sandwich, Pasta, Pizza, Cappuccino, Cheese Sticks",1,1
Chantilly,450,4.1 out of 5,"Sandwiches, Cheesecake, Tiramisu, Blueberry Cake, Hot Chocolate, Red Velvet Cake, Brownie",1,0
Django,800,4.0 out of 5,"Burgers, Coffee, Peri Peri Chicken Wings, Beef Burger, Veggie Pizza, Mango Salad, Chicken Burger",1,1
Tata Cha,500,3.9 out of 5,"Poha, Masala Tea, Hot Chocolate, Gulkand Chai, Dabeli, Iced Peach Tea, Bun Maskas",1,0
Grubhouse,800,4.1 out of 5,"Burgers, Pasta, Caramel Custard, Carbonara, Crispy Corn, Mutton Curry, Lemonade",1,0
Eddy's Cafe,750,4.1 out of 5,"Dark Chocolate Shake, Cappuccino, Pancakes, Hot Chocolate, Wedges, Waffles, Garlic Bread",1,0
Lakeview Milkbar,600,2.9 out of 5,"Sandwiches, Brownie, Chicken Sandwich, Pizza, Hot Chocolate, Chocolate Sundae, Icecream Cake",0,0
J's Cafe,700,3.9 out of 5,"Coffee, Pizza, Pasta, Broccoli Soup, Tea, Hot Chocolate, Stuffed Mushroom",0,0
Costa Coffee,500,3.8 out of 5,"Cappuccino, Sausage Roll, Chicken Sandwich, Chocolate Muffin, Hot Chocolate, Hot Coffee, Americano",0,0
Chai Cafe,200,3.9 out of 5,"Kadak Chai, Cutting Chai, Ginger Tea, Vada Pav, Samosa Bun",0,0
Raenss Cafe,600,2.4 out of 5,"Burgers, Hot Dog, Coffee, Noodles, Hot Chocolate, Sandwich, Double Choco Mocha",1,0
Breadworks,500,2.9 out of 5,"Sandwich, Coffee, Sandwiches, Brownie, Pizza",1,0
Cross Roads Cafe,500,3.0 out of 5,"Mojito, Fajitas",0,0
BOX8- Desi Meals,500,4.3 out of 5,"Sandwiches, Chocolava, Salads, Rajma, Halwa, Biryani, Chicken Curry",1,0
Kerala Pavilion,300,3.9 out of 5,"Fish Curry, Roast Chicken, Kerala Parotta, Appam, Mutton Pepper Fry, Sea Food, Ghee Rice",1,0
Chai Days,200,4.5 out of 5,"Banana Cake, Ginger Tea, Samosa, Masala Chai, Saffron Chai, Banana Walnut, Ginger Chai",1,0
Shanmukha,800,3.8 out of 5,"Fish, Chicken Curry, Paneer Biryani, Basmati Rice, Baby Corn Masala",1,0
DinePost9,450,3.8 out of 5,"Chicken Manchurian, Biryani, Chicken Butter Masala, Tandoori Chicken, Paneer Curry, Dal Fry, Gulab Jamun",1,0
FreshMenu,450,3.8 out of 5,"Salads, Burgers, Sandwiches, Pizza, Pasta, Fish, Salad",1,0
A 1 Pizza and Food,300,2.8 out of 5,Pizza,1,0
Chandni Chowk 2 Bangalore,400,4.2 out of 5,"Lassi, Soya Chaap, Tandoori Chaap, Malai Chaap, Biryani, Laccha Paratha, Gulab Jamun",1,0
XO Belgian Waffle,400,4.4 out of 5,"Chocolate Waffles, Hot Chocolate, Nutella Waffle, Vanilla Ice Cream, Thick Shakes, Kit Kat Shake, Banana Caramel",1,0
Dal Roti Sabji,150,4.1 out of 5,"Kadhai Paneer, Paratha",1,0
Red Kitchen,200,3.4 out of 5,"Biryani, Chicken Kebab",1,0
Gurukrupa Paratha House,400,3.9 out of 5,"Paratha, Tikka, Rajma, Sweet Lassi, Murgh Patiala, Paneer Lababdar, Dal Makhani",1,0
Burger King,600,4.0 out of 5,"Burgers, Tandoori Grill Burger, Mango Shake, Cheesy Fries, Whopper Burger, Chicken Keema Burger, Chicken Crisp Burger",1,0
Donne Biriyani House,300,4.0 out of 5,"Pepper Chicken, Chicken Biryani, Mutton Biryani",1,0
Empire Restaurant,750,4.1 out of 5,"Dum Biryani, Fiery Chicken, Butter Chicken, Pepper Chicken, Paneer Tikka Masala, Chicken Grill, Chilli Chicken",1,0
Sree Spicy Hub,600,3.9 out of 5,"Chicken Biryani, Dum Biryani, Hyderabadi Style Biryani, Chicken Kebab",1,0
Pathaan Sir,250,3.3 out of 5,Rolls,1,0
Zawaa Foods,400,3.4 out of 5,"Biryani, Thali",1,0
Bharpur Aahar,200,3.9 out of 5,Biryani,1,0
Sri Udupi Park,300,4.2 out of 5,"Idli Vada, Tea, Masala Dosa, Filter Coffee, Pav Bhaji, Kesari Bath, Chaat",1,0
Chakum Chukum Calcutta On A Roll,400,2.8 out of 5,"Rolls, Chicken Tikka Roll, Egg Roll, Veggie Roll",1,0
Kabab Souq,400,3.8 out of 5,"Chicken Grill, Shawarma, Naan",1,0
