GENDER,AGE,EDUCATION,JOBROLE,DEPARTMENT,DISTANCEFROMHOME (KM),ATTRITION,BUSINESSTRAVEL,MONTHLYRATE,PERFORMANCERATING,TOTALWORKINGYEARS,YEARSATCOMPANY,YEARSINCURRENTROLE,YEARSSINCELASTPROMOTION,YEARSWITHCURRMANAGER
Male,39,3,Research Scientist,Research & Development,23,1,Rarely,22154,3,6,5,2,0,3
Female,30,3,Laboratory Technician,Research & Development,6,0,Rarely,23631,3,10,9,2,6,7
Female,36,4,Healthcare Representative,Research & Development,10,0,Rarely,5747,3,10,7,7,1,7
Female,46,2,Human Resources,Human Resources,1,0,Rarely,22957,3,10,7,6,5,7
Female,28,3,Laboratory Technician,Research & Development,1,0,Non-Travel,16392,3,10,9,8,7,5
Female,50,3,Research Director,Research & Development,28,0,Rarely,22422,3,25,3,2,1,2
Male,40,4,Sales Executive,Sales,25,1,Rarely,17235,3,9,5,4,1,0
Male,52,3,Sales Executive,Sales,5,1,Rarely,21534,3,10,8,7,7,7
Female,30,4,Manager,Research & Development,17,0,Rarely,25927,4,9,9,1,0,8
Male,39,2,Manufacturing Director,Research & Development,18,0,Rarely,13352,3,9,8,7,1,7
Female,31,4,Sales Executive,Sales,2,0,Non-Travel,8935,3,10,10,8,9,6
Male,41,2,Sales Executive,Sales,10,0,Non-Travel,22074,3,19,19,2,11,9
Female,31,3,Sales Representative,Sales,1,1,Frequently,8319,3,3,3,2,2,2
Male,44,3,Laboratory Technician,Research & Development,3,1,Rarely,14669,3,10,3,2,1,2
Male,42,1,Manager,Research & Development,2,0,Non-Travel,26582,3,21,20,8,2,10
Female,55,2,Manager,Research & Development,2,0,Rarely,6992,3,23,19,9,9,11
Male,56,4,Manager,Human Resources,8,0,Rarely,4022,3,36,7,3,7,7
Male,40,2,Research Scientist,Research & Development,16,0,Non-Travel,8532,3,6,4,2,0,0
Male,34,3,Healthcare Representative,Research & Development,9,0,Rarely,5494,3,10,9,7,1,6
Male,40,3,Research Scientist,Research & Development,2,0,Rarely,22455,3,9,9,8,8,8
Female,41,3,Sales Executive,Sales,1,0,Frequently,4297,3,10,9,3,1,7
Male,35,4,Research Scientist,Research & Development,4,0,Frequently,2690,3,9,9,6,1,1
Male,51,3,Manager,Human Resources,5,0,Rarely,17588,3,33,33,9,0,10
Female,38,2,Sales Executive,Sales,2,0,Rarely,19461,3,11,7,7,1,7
Female,34,2,Sales Executive,Sales,15,0,Rarely,23553,3,10,10,8,9,6
Male,25,1,Laboratory Technician,Research & Development,19,0,Rarely,9075,3,7,3,2,1,2
Female,58,4,Manufacturing Director,Research & Development,7,1,Rarely,12023,3,31,10,9,5,9
Male,40,4,Laboratory Technician,Research & Development,1,0,Rarely,6762,4,7,4,2,0,3
Female,36,3,Sales Executive,Sales,7,0,Frequently,2261,3,17,15,7,6,13
Male,48,3,Manufacturing Director,Research & Development,4,0,Rarely,18706,3,11,10,9,0,8
Female,27,3,Sales Representative,Sales,11,0,Rarely,6527,3,5,1,0,0,0
Female,51,2,Manufacturing Director,Research & Development,11,0,Rarely,24439,3,29,5,2,0,3
Female,18,3,Laboratory Technician,Research & Development,1,0,Non-Travel,19305,3,0,0,0,0,0
Female,35,3,Laboratory Technician,Research & Development,1,0,Rarely,10846,3,10,9,7,0,0
Male,27,1,Sales Executive,Sales,2,0,Frequently,20392,4,8,6,2,0,0
Male,55,4,Sales Executive,Sales,13,1,Rarely,9277,3,24,19,7,3,8
Male,56,3,Manufacturing Director,Research & Development,23,0,Rarely,18235,3,33,19,16,15,9
Female,34,1,Research Scientist,Research & Development,26,0,Non-Travel,15891,4,5,5,4,0,0
Female,40,1,Healthcare Representative,Research & Development,2,0,Rarely,13888,4,15,12,11,11,8
Male,34,3,Laboratory Technician,Research & Development,29,0,Rarely,17491,3,10,8,7,7,7
Female,31,3,Sales Representative,Sales,2,1,Frequently,11882,3,3,1,0,0,0
Female,35,4,Sales Executive,Sales,18,1,Frequently,23288,3,5,4,2,3,2
Male,38,3,Research Scientist,Research & Development,7,0,Frequently,15748,3,4,4,2,0,3
Female,34,4,Healthcare Representative,Research & Development,2,0,Rarely,6163,3,14,14,11,4,11
Male,28,3,Sales Executive,Sales,26,0,Rarely,24232,3,5,5,3,0,4
Male,31,4,Manufacturing Director,Research & Development,22,1,Rarely,21057,3,10,10,2,6,7
Male,39,4,Sales Executive,Sales,21,0,Rarely,3567,3,8,5,4,1,4
Male,51,3,Sales Executive,Sales,2,0,Frequently,15395,3,14,4,2,3,2
Female,41,3,Research Scientist,Research & Development,22,0,Frequently,13953,3,12,6,2,3,3
Male,37,1,Research Scientist,Research & Development,4,0,Rarely,5182,3,8,6,4,1,3
Male,33,1,Sales Executive,Sales,5,0,Frequently,19293,3,8,5,4,1,2
Male,32,1,Sales Executive,Sales,2,0,Rarely,20497,3,4,3,2,1,2
Male,39,2,Healthcare Representative,Research & Development,25,0,Non-Travel,3449,4,13,6,4,0,5
Male,25,1,Sales Executive,Sales,18,0,Rarely,12477,3,6,3,2,1,2
Female,52,2,Manufacturing Director,Research & Development,28,0,Frequently,9731,3,24,5,3,0,2
Female,43,3,Research Scientist,Research & Development,6,0,Rarely,20003,3,20,20,7,1,8
Female,27,3,Sales Executive,Sales,10,0,Rarely,7100,3,6,6,2,4,4
Female,27,4,Research Scientist,Research & Development,17,1,Rarely,25681,3,8,8,2,7,7
Male,26,1,Research Scientist,Research & Development,2,0,Rarely,4050,3,5,4,3,1,1
Female,42,3,Manager,Human Resources,10,0,Rarely,16616,3,21,20,7,0,9
Female,52,4,Laboratory Technician,Research & Development,8,0,Rarely,17363,3,12,5,4,0,4
Female,37,3,Laboratory Technician,Research & Development,11,0,Rarely,19106,3,8,3,2,0,2
Male,35,2,Manufacturing Director,Research & Development,18,0,Frequently,19944,3,10,2,2,2,2
Male,25,3,Laboratory Technician,Research & Development,1,0,Rarely,4910,3,7,3,2,0,2
Male,26,3,Laboratory Technician,Research & Development,7,0,Rarely,23577,3,8,7,7,0,7
Male,29,3,Human Resources,Human Resources,17,0,Rarely,9769,3,10,10,9,0,9
Male,49,2,Laboratory Technician,Research & Development,28,1,Frequently,22710,4,20,4,3,1,3
Female,29,1,Healthcare Representative,Research & Development,14,1,Frequently,22930,3,9,8,7,7,7
Female,54,3,Research Director,Research & Development,1,0,Rarely,5652,3,29,20,7,12,7
Female,58,3,Research Director,Research & Development,1,0,Rarely,22456,4,32,9,8,1,5
Male,55,4,Research Director,Research & Development,1,0,Rarely,12414,3,31,7,7,0,0
Female,36,4,Sales Executive,Sales,3,0,Rarely,20763,3,15,5,4,0,1
Female,31,4,Sales Representative,Sales,1,1,Frequently,16154,3,1,1,0,0,0
Female,30,4,Sales Executive,Sales,7,0,Rarely,12761,3,8,3,2,0,2
Female,31,5,Research Director,Research & Development,8,0,Rarely,8847,3,9,3,2,1,0
Male,34,4,Research Scientist,Research & Development,1,0,Frequently,20284,3,10,4,3,1,3
Female,31,3,Research Scientist,Research & Development,8,1,Rarely,22262,3,1,1,0,0,0
Male,27,1,Laboratory Technician,Research & Development,11,0,Rarely,7679,3,6,5,0,1,4
Male,36,4,Laboratory Technician,Research & Development,4,0,Rarely,22604,3,10,10,4,1,8
Female,36,4,Sales Executive,Sales,16,0,Rarely,13494,3,11,3,2,0,2
Male,47,3,Research Scientist,Research & Development,1,0,Rarely,10205,3,17,6,5,1,2
Male,25,2,Sales Representative,Sales,9,1,Rarely,15182,3,6,3,2,2,2
Male,37,2,Laboratory Technician,Research & Development,5,0,Non-Travel,25470,3,7,6,5,1,3
Female,56,2,Research Scientist,Research & Development,1,0,Rarely,10494,4,5,3,2,1,0
Female,47,4,Research Director,Research & Development,2,0,Rarely,26703,3,26,20,17,5,6
Female,24,1,Sales Executive,Sales,4,0,Rarely,15211,3,5,5,4,0,3
Male,32,5,Sales Executive,Sales,7,0,Rarely,23343,3,7,4,3,0,3
Female,34,3,Laboratory Technician,Research & Development,1,0,Rarely,3708,3,7,5,4,0,2
Male,41,5,Research Scientist,Research & Development,5,0,Rarely,5561,3,7,4,2,0,3
Male,40,4,Laboratory Technician,Research & Development,9,0,Non-Travel,23099,3,11,8,7,0,7
Male,31,2,Sales Executive,Sales,8,0,Rarely,8386,3,13,13,7,9,9
Male,46,3,Sales Executive,Sales,9,1,Rarely,15986,3,28,7,7,4,3
Female,39,3,Laboratory Technician,Research & Development,2,1,Non-Travel,17181,4,11,1,0,0,0
Female,31,5,Manufacturing Director,Research & Development,1,1,Frequently,8931,3,10,10,8,4,7
Male,45,3,Healthcare Representative,Research & Development,20,0,Rarely,19863,3,24,7,7,0,7
Female,31,2,Human Resources,Human Resources,8,0,Rarely,24609,3,8,3,2,0,2
Male,31,3,Laboratory Technician,Research & Development,2,1,Frequently,21081,3,7,2,2,2,2
Male,45,3,Manufacturing Director,Research & Development,29,0,Rarely,14720,3,10,3,1,1,2
Male,48,3,Sales Executive,Sales,7,0,Rarely,24795,3,15,2,2,2,2
Female,34,4,Human Resources,Human Resources,9,1,Rarely,3072,3,2,2,2,2,2
Male,40,1,Research Director,Research & Development,8,0,Non-Travel,25178,3,16,9,8,4,8
Male,28,3,Sales Executive,Sales,5,0,Rarely,23490,3,6,5,4,1,3
Male,44,3,Laboratory Technician,Research & Development,5,0,Non-Travel,7973,3,7,5,2,0,3
Male,53,3,Research Director,Research & Development,2,0,Rarely,19764,3,35,9,8,8,8
Male,49,4,Healthcare Representative,Research & Development,5,0,Rarely,21534,3,20,3,2,1,2
Male,40,3,Research Scientist,Research & Development,2,0,Rarely,8045,3,8,3,1,1,2
Male,44,3,Research Scientist,Research & Development,20,0,Rarely,21158,3,6,5,2,1,3
Male,33,3,Sales Executive,Sales,7,0,Frequently,17456,3,5,4,3,0,3
Male,34,3,Sales Executive,Sales,3,0,Rarely,15891,3,15,13,9,3,12
Male,30,1,Sales Executive,Sales,16,0,Rarely,2939,3,4,2,1,2,2
Female,42,2,Laboratory Technician,Research & Development,9,0,Frequently,16458,3,12,12,9,5,8
Female,44,5,Sales Executive,Sales,1,0,Frequently,9282,3,11,1,0,0,0
Male,30,3,Research Scientist,Research & Development,7,0,Non-Travel,7152,3,1,1,0,0,0
Male,57,2,Research Scientist,Research & Development,1,0,Rarely,2721,4,13,12,9,2,8
Male,49,4,Healthcare Representative,Research & Development,7,0,Rarely,20948,3,29,8,7,0,7
Male,34,3,Research Director,Research & Development,15,0,Frequently,11929,3,16,14,8,6,9
Male,28,3,Sales Representative,Sales,1,1,Frequently,15747,3,5,3,2,1,2
Female,29,3,Sales Executive,Sales,13,1,Frequently,17485,3,7,5,3,0,0
Female,34,4,Sales Executive,Sales,24,1,Rarely,7815,4,16,15,9,10,10
Male,35,1,Sales Representative,Sales,7,0,Rarely,16192,3,1,1,0,0,0
Male,24,3,Laboratory Technician,Research & Development,9,1,Frequently,16998,3,4,0,0,0,0
Female,24,2,Sales Representative,Sales,13,0,Non-Travel,7103,3,1,1,0,0,0
Male,44,1,Manufacturing Director,Research & Development,2,0,Frequently,19719,3,16,2,2,2,2
Male,29,3,Sales Executive,Sales,19,0,Rarely,23757,3,10,10,7,0,4
Male,30,3,Human Resources,Human Resources,1,0,Rarely,15428,4,6,5,3,1,3
Male,55,4,Healthcare Representative,Research & Development,4,0,Rarely,16143,3,4,3,2,1,2
Female,33,4,Laboratory Technician,Research & Development,4,0,Rarely,8192,3,8,5,4,0,2
Female,47,3,Sales Executive,Sales,14,0,Rarely,24200,3,11,5,4,1,2
Male,28,2,Laboratory Technician,Research & Development,2,1,Frequently,5355,3,8,0,0,0,0
Male,28,3,Research Scientist,Research & Development,1,0,Rarely,12530,3,1,1,0,0,0
Male,28,3,Sales Executive,Sales,7,0,Frequently,11827,3,5,4,2,1,3
Female,49,2,Laboratory Technician,Research & Development,3,0,Rarely,23070,4,10,3,2,1,2
Female,29,1,Laboratory Technician,Research & Development,2,0,Frequently,4668,3,4,3,2,0,2
Male,28,1,Manufacturing Director,Research & Development,29,0,Rarely,3173,3,8,8,6,1,7
Male,33,5,Healthcare Representative,Research & Development,8,0,Rarely,22049,3,14,0,0,0,0
Male,32,3,Manager,Research & Development,10,0,Rarely,21072,4,10,5,2,0,0
Female,54,4,Manager,Research & Development,11,0,Frequently,24456,4,26,14,9,1,12
Male,29,4,Research Scientist,Research & Development,1,1,Rarely,7568,3,11,9,7,0,7
Male,44,3,Research Director,Research & Development,28,0,Rarely,22074,3,24,20,6,14,17
Female,39,3,Manufacturing Director,Research & Development,6,0,Rarely,9150,3,9,2,0,2,2
Female,46,3,Manager,Sales,3,0,Rarely,11380,3,23,13,12,5,1
Female,35,3,Healthcare Representative,Research & Development,16,0,Rarely,21195,3,11,11,8,3,3
Male,23,1,Laboratory Technician,Research & Development,20,0,Rarely,24812,3,5,4,3,1,2
Male,40,4,Laboratory Technician,Research & Development,9,1,Rarely,21831,3,15,5,4,1,0
Male,34,3,Sales Executive,Sales,1,0,Rarely,12288,3,10,10,9,8,6
Female,31,3,Research Scientist,Research & Development,3,1,Frequently,4156,3,7,7,2,7,7
Male,50,5,Research Director,Research & Development,22,0,Frequently,24450,3,32,32,6,13,9
Male,34,2,Sales Representative,Sales,7,0,Rarely,4944,4,12,11,10,5,7
Male,42,3,Laboratory Technician,Research & Development,2,0,Rarely,24052,3,4,1,0,0,0
Male,37,3,Research Scientist,Research & Development,13,0,Rarely,3031,3,10,10,8,3,7
Female,29,1,Healthcare Representative,Research & Development,8,0,Rarely,7288,3,9,7,7,0,7
Male,33,3,Manufacturing Director,Research & Development,25,0,Rarely,24152,3,5,5,3,0,2
Male,45,3,Research Scientist,Research & Development,28,0,Rarely,4585,4,8,5,4,0,3
Male,42,3,Healthcare Representative,Research & Development,2,0,Frequently,18611,3,24,20,8,13,9
Male,40,2,Sales Executive,Sales,9,0,Rarely,19345,3,9,8,4,7,1
Male,33,4,Laboratory Technician,Research & Development,28,0,Rarely,22949,3,15,15,14,5,7
Male,40,2,Manager,Human Resources,6,0,Rarely,17381,4,21,21,7,7,7
Male,24,2,Laboratory Technician,Research & Development,21,0,Rarely,10036,3,2,1,1,0,0
Male,40,2,Healthcare Representative,Research & Development,8,0,Non-Travel,8841,3,8,2,2,2,2
Male,45,4,Healthcare Representative,Research & Development,1,0,Rarely,20933,3,10,10,8,7,7
Female,35,4,Sales Representative,Sales,28,0,Rarely,26204,4,6,5,3,4,2
Female,32,2,Research Scientist,Research & Development,5,0,Rarely,15624,3,12,7,1,2,5
Male,36,4,Sales Representative,Sales,2,0,Rarely,17001,4,7,3,2,1,2
Female,48,4,Sales Executive,Sales,16,0,Rarely,13693,3,18,8,7,7,7
Male,29,3,Research Scientist,Research & Development,9,0,Rarely,22376,3,5,1,0,0,0
Male,33,4,Sales Executive,Sales,8,0,Rarely,10589,3,8,2,2,2,2
Male,30,3,Sales Executive,Sales,1,1,Rarely,5323,3,10,10,8,6,7
Male,38,4,Human Resources,Human Resources,10,0,Frequently,14814,3,10,6,3,1,2
Male,35,3,Laboratory Technician,Research & Development,1,0,Rarely,21731,3,3,3,0,1,2
Male,30,4,Sales Executive,Sales,29,0,Rarely,17799,3,9,4,2,1,3
Female,35,3,Laboratory Technician,Research & Development,2,1,Rarely,26619,3,1,1,0,0,0
Female,53,5,Manufacturing Director,Research & Development,2,1,Rarely,14618,3,34,33,7,1,9
Male,38,3,Manufacturing Director,Research & Development,2,1,Rarely,7653,3,7,5,2,1,4
Male,32,4,Research Scientist,Research & Development,1,0,Non-Travel,25174,3,9,6,5,1,2
Female,48,4,Research Scientist,Research & Development,15,0,Rarely,16530,3,10,8,2,7,6
Male,34,4,Research Scientist,Research & Development,7,0,Rarely,22061,3,1,1,0,0,0
Male,55,5,Manager,Sales,26,0,Rarely,23037,4,36,36,6,2,13
Male,34,4,Research Scientist,Research & Development,1,0,Rarely,13008,3,9,2,2,2,1
Female,26,3,Research Scientist,Research & Development,3,0,Rarely,11133,4,1,1,0,0,0
Male,38,3,Sales Executive,Sales,14,0,Rarely,12355,3,10,9,8,7,7
Female,38,3,Sales Executive,Sales,16,0,Rarely,16379,3,8,3,2,1,2
Female,36,4,Sales Executive,Sales,1,0,Rarely,21447,3,15,1,0,0,0
Male,29,1,Laboratory Technician,Research & Development,3,0,Rarely,16213,3,10,10,9,1,5
Female,35,4,Healthcare Representative,Research & Development,10,0,Rarely,4223,3,10,5,2,0,4
Male,39,3,Sales Executive,Sales,6,0,Rarely,4658,3,11,7,6,7,6
Male,29,1,Healthcare Representative,Research & Development,2,0,Frequently,24483,3,6,6,4,1,3
Male,50,3,Manager,Sales,9,0,Rarely,19519,3,27,1,0,0,0
Male,23,3,Research Scientist,Research & Development,10,0,Rarely,12826,3,4,2,2,2,2
Male,36,4,Laboratory Technician,Research & Development,6,0,Frequently,19711,3,9,3,2,0,2
Male,42,2,Manager,Research & Development,9,0,Rarely,26362,4,24,1,0,0,1
Male,35,3,Laboratory Technician,Research & Development,28,0,Rarely,25348,3,10,10,9,6,8
Male,34,4,Healthcare Representative,Research & Development,10,0,Frequently,15332,3,8,8,2,7,7
Female,40,2,Sales Executive,Sales,14,0,Rarely,11262,3,5,5,4,1,2
Male,43,3,Laboratory Technician,Research & Development,27,0,Rarely,5855,3,8,6,4,0,2
Male,35,2,Laboratory Technician,Research & Development,7,0,Rarely,7713,3,1,1,0,0,1
Male,46,4,Manager,Sales,1,0,Rarely,3156,3,27,26,0,0,12
Male,28,3,Laboratory Technician,Research & Development,24,1,Rarely,7324,3,1,1,1,0,0
Female,22,2,Research Scientist,Research & Development,26,0,Non-Travel,10293,3,4,4,2,1,3
Male,50,5,Healthcare Representative,Research & Development,20,0,Frequently,20689,3,32,30,8,12,13
Female,32,4,Research Scientist,Research & Development,5,0,Rarely,18783,3,6,3,2,0,2
Female,44,3,Research Director,Research & Development,7,0,Rarely,3549,3,23,22,7,1,10
Male,30,3,Research Scientist,Research & Development,7,0,Rarely,5348,3,6,6,4,1,1
Female,45,5,Laboratory Technician,Research & Development,5,0,Rarely,23447,3,10,10,7,1,4
Male,45,3,Sales Executive,Sales,26,0,Non-Travel,24162,3,10,10,7,4,5
Male,31,4,Sales Executive,Sales,2,0,Frequently,21602,3,10,5,2,0,3
Female,36,4,Manufacturing Director,Research & Development,12,0,Rarely,12421,3,7,3,2,1,1
Male,34,4,Manufacturing Director,Research & Development,10,0,Frequently,17000,3,9,9,7,7,2
Female,49,4,Laboratory Technician,Research & Development,25,0,Rarely,22102,3,10,9,6,1,4
Male,39,5,Manufacturing Director,Research & Development,10,0,Rarely,3835,3,10,7,7,7,7
Male,27,3,Laboratory Technician,Research & Development,19,0,Rarely,16290,3,7,7,7,0,7
Male,35,5,Research Scientist,Research & Development,18,0,Rarely,26312,3,16,16,15,1,10
Female,28,3,Manufacturing Director,Research & Development,27,0,Rarely,20460,4,6,5,3,0,0
Male,21,1,Research Scientist,Research & Development,5,0,Rarely,26009,3,3,2,2,2,2
Female,18,2,Sales Representative,Sales,3,1,Frequently,18420,3,0,0,0,0,0
Female,47,4,Manager,Human Resources,26,0,Rarely,5220,3,27,5,2,1,0
Male,39,2,Laboratory Technician,Research & Development,3,0,Rarely,10302,3,11,10,8,0,7
Female,40,3,Manufacturing Director,Research & Development,15,0,Rarely,25800,3,18,18,15,14,12
Female,35,4,Healthcare Representative,Research & Development,8,0,Non-Travel,12250,3,15,14,11,2,9
Male,37,3,Manufacturing Director,Research & Development,19,0,Rarely,26493,3,9,4,3,0,2
Female,39,3,Manufacturing Director,Research & Development,4,0,Frequently,3140,3,10,9,2,3,8
Female,45,2,Manufacturing Director,Research & Development,2,0,Rarely,5388,3,10,10,7,3,9
Female,38,2,Manufacturing Director,Research & Development,2,0,Rarely,14199,3,10,5,4,0,2
Male,35,3,Sales Executive,Sales,10,1,Rarely,21530,3,15,13,12,6,0
Female,37,3,Research Scientist,Research & Development,10,0,Rarely,9953,3,8,8,4,7,7
Female,40,3,Manufacturing Director,Research & Development,16,0,Rarely,19948,3,18,4,2,3,3
Male,44,5,Human Resources,Human Resources,1,0,Frequently,10503,3,14,10,7,0,2
Male,48,5,Manager,Research & Development,4,0,Frequently,5602,4,23,2,2,2,2
Male,35,2,Sales Executive,Sales,15,1,Rarely,22098,3,7,2,2,2,2
Female,24,1,Research Scientist,Research & Development,2,0,Frequently,17218,3,6,6,3,1,3
Female,27,3,Research Scientist,Research & Development,8,0,Rarely,22490,3,5,3,2,0,2
Male,27,3,Research Scientist,Research & Development,2,0,Frequently,6297,3,6,4,2,1,2
Male,40,3,Laboratory Technician,Research & Development,7,1,Rarely,3339,3,10,4,2,0,3
Male,29,3,Sales Executive,Sales,10,0,Rarely,23413,3,8,5,2,1,4
Female,36,4,Healthcare Representative,Research & Development,5,0,Rarely,22792,3,9,3,2,0,2
Male,25,1,Manufacturing Director,Research & Development,2,0,Frequently,4973,3,7,7,7,0,7
Male,39,3,Manufacturing Director,Research & Development,12,0,Rarely,7693,4,7,5,4,1,0
Female,49,4,Research Director,Research & Development,22,0,Rarely,3498,3,27,4,2,1,2
Female,50,5,Research Director,Research & Development,17,0,Rarely,21981,3,19,14,11,1,11
Female,20,3,Sales Representative,Sales,2,0,Rarely,13251,3,2,2,2,2,2
Female,34,3,Research Scientist,Research & Development,3,0,Rarely,19332,3,11,11,8,7,9
Male,36,3,Laboratory Technician,Research & Development,7,0,Rarely,10950,3,15,4,3,1,3
Female,49,1,Healthcare Representative,Research & Development,6,0,Rarely,11652,3,30,15,11,2,12
Female,36,4,Manufacturing Director,Research & Development,1,0,Non-Travel,15411,3,4,3,2,1,2
Male,36,2,Healthcare Representative,Research & Development,3,0,Rarely,26308,4,13,5,4,0,4
Female,54,5,Manager,Research & Development,22,0,Rarely,18685,4,36,10,8,4,7
Male,43,2,Research Director,Research & Development,15,0,Rarely,3525,4,14,14,10,6,11
Male,35,4,Sales Executive,Sales,12,1,Frequently,10414,4,13,11,9,6,7
Male,38,3,Research Scientist,Research & Development,1,0,Frequently,9867,3,19,13,11,2,9
Male,29,3,Sales Executive,Sales,5,0,Rarely,3356,3,10,10,0,0,9
Male,33,4,Sales Executive,Sales,2,0,Rarely,3921,3,6,6,2,0,4
Male,32,3,Research Scientist,Research & Development,2,0,Rarely,25518,3,10,9,5,1,6
Female,31,4,Sales Executive,Sales,5,0,Rarely,22589,3,10,10,0,0,2
Female,49,3,Laboratory Technician,Research & Development,16,0,Rarely,24941,3,17,2,2,2,2
Female,38,3,Laboratory Technician,Research & Development,2,0,Frequently,23826,4,4,4,3,3,3
Female,47,4,Manager,Sales,2,0,Rarely,21086,3,29,3,2,1,2
Male,49,3,Manager,Research & Development,1,0,Rarely,22384,3,23,8,7,0,0
Male,41,2,Sales Executive,Sales,23,0,Rarely,11591,3,21,2,0,0,2
Male,20,1,Sales Representative,Sales,9,0,Rarely,21082,3,2,2,2,0,2
Female,33,3,Sales Executive,Sales,16,0,Non-Travel,16130,4,7,6,5,1,2
Male,36,4,Healthcare Representative,Research & Development,26,0,Rarely,7419,3,10,3,2,0,2
Female,44,3,Human Resources,Human Resources,1,0,Rarely,4167,3,8,2,2,2,2
Male,23,1,Laboratory Technician,Research & Development,8,1,Rarely,20586,3,5,5,4,1,2
Female,38,2,Laboratory Technician,Research & Development,4,0,Rarely,26176,3,7,0,0,0,0
Male,53,4,Healthcare Representative,Research & Development,24,0,Rarely,3458,3,11,4,3,1,2
Female,48,2,Sales Representative,Sales,7,1,Frequently,11740,3,19,9,7,7,7
Male,32,4,Laboratory Technician,Research & Development,2,1,Rarely,24852,3,1,1,0,0,0
Male,26,3,Laboratory Technician,Research & Development,7,0,Non-Travel,11925,4,7,7,7,5,7
Male,55,3,Research Scientist,Research & Development,22,0,Rarely,23737,3,8,4,2,1,2
Male,34,2,Laboratory Technician,Research & Development,5,0,Rarely,11912,3,15,15,10,4,13
Male,60,4,Healthcare Representative,Research & Development,1,0,Rarely,20467,4,19,1,0,0,0
Male,33,3,Laboratory Technician,Research & Development,21,0,Rarely,13637,3,14,14,11,2,13
Male,37,4,Sales Executive,Sales,1,0,Frequently,7677,3,6,6,3,1,3
Female,34,3,Research Scientist,Research & Development,19,0,Rarely,20338,3,10,10,9,8,7
Male,23,3,Sales Representative,Sales,7,1,Rarely,25103,4,3,3,2,0,2
Female,44,3,Healthcare Representative,Research & Development,2,0,Rarely,14810,3,9,8,7,6,7
Male,35,4,Research Scientist,Research & Development,2,0,Frequently,13970,3,6,5,4,1,4
Male,43,3,Sales Executive,Sales,2,0,Rarely,6069,3,10,10,9,8,8
Male,24,3,Research Scientist,Research & Development,9,0,Rarely,17616,3,5,5,3,0,4
Male,41,3,Sales Executive,Sales,6,0,Rarely,15869,3,10,10,8,8,7
Female,29,4,Laboratory Technician,Research & Development,9,0,Rarely,25412,3,9,5,3,1,2
Female,36,4,Sales Representative,Sales,2,0,Rarely,7439,3,17,13,7,6,7
Male,45,1,Healthcare Representative,Research & Development,1,0,Non-Travel,3395,4,25,23,15,14,4
Male,24,1,Human Resources,Human Resources,22,1,Rarely,11585,3,1,1,0,0,0
Male,47,3,Sales Executive,Sales,9,1,Frequently,24164,3,25,23,5,14,10
Male,26,4,Laboratory Technician,Research & Development,17,0,Rarely,6217,3,3,3,2,0,2
Female,45,2,Research Director,Research & Development,28,0,Rarely,17119,3,21,21,6,8,6
Male,32,3,Research Scientist,Research & Development,10,0,Frequently,17360,3,10,5,2,1,3
Male,31,4,Laboratory Technician,Research & Development,2,0,Rarely,18103,3,6,5,2,0,3
Male,41,3,Human Resources,Human Resources,4,0,Non-Travel,20794,3,10,3,2,1,2
Female,40,2,Manufacturing Director,Research & Development,8,0,Rarely,5041,3,18,1,0,0,0
Male,24,1,Laboratory Technician,Research & Development,29,0,Rarely,3622,3,6,6,2,1,2
Male,46,4,Healthcare Representative,Research & Development,13,0,Rarely,9697,3,19,10,7,0,9
Male,35,4,Manufacturing Director,Research & Development,27,0,Rarely,5151,3,17,7,7,0,7
Male,30,1,Research Scientist,Research & Development,16,0,Rarely,3811,3,10,10,0,0,8
Male,47,4,Sales Executive,Sales,2,0,Non-Travel,3536,3,4,1,0,0,0
Male,46,3,Sales Executive,Sales,2,0,Rarely,5596,3,13,10,6,0,3
Male,36,5,Sales Executive,Sales,13,1,Rarely,8658,3,16,2,2,2,2
Male,32,2,Sales Executive,Sales,1,1,Rarely,12147,3,10,0,0,0,0
Female,23,1,Laboratory Technician,Research & Development,4,0,Rarely,12862,3,3,3,2,1,2
Female,31,1,Manufacturing Director,Research & Development,24,0,Frequently,6670,4,9,5,4,1,4
Male,39,3,Laboratory Technician,Research & Development,1,0,Non-Travel,8989,3,9,9,8,5,8
Male,32,3,Sales Executive,Sales,19,0,Rarely,3840,3,10,4,3,0,2
Male,40,4,Manager,Sales,7,0,Rarely,4349,3,21,21,8,12,8
Female,45,3,Human Resources,Human Resources,4,0,Rarely,6595,4,9,5,0,0,3
Female,30,4,Research Scientist,Research & Development,2,0,Frequently,26427,3,10,9,7,0,7
Male,24,3,Human Resources,Human Resources,10,0,Frequently,2097,3,3,2,2,2,1
Female,30,3,Human Resources,Human Resources,8,1,Frequently,9732,3,6,4,2,1,2
Male,31,3,Sales Executive,Sales,5,0,Rarely,20943,3,6,5,2,0,2
Female,27,3,Research Scientist,Research & Development,8,0,Rarely,6152,3,6,6,2,1,4
Female,29,3,Sales Representative,Sales,9,1,Rarely,14630,3,2,2,2,2,2
Male,29,3,Healthcare Representative,Research & Development,1,0,Frequently,23060,3,10,3,2,0,2
Male,30,2,Sales Executive,Sales,15,0,Rarely,3088,3,12,7,7,1,7
Male,34,4,Research Scientist,Research & Development,2,0,Rarely,5586,3,6,5,0,1,2
Female,33,3,Sales Executive,Sales,2,0,Non-Travel,10697,3,13,11,7,1,7
